title,author,year,ee
conf/visualization/GrossoLE97,The multilevel finite element method for adaptive mesh optimization and visualization of volume data.,Roberto Grosso::Christoph Lürig::Thomas Ertl,1997,https://doi.org/10.1109/VISUAL.1997.663907::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1997.663907::https://dl.acm.org/citation.cfm?id=267107
conf/visualization/SchroederVL91,The Stream Polygon: A Technique for 3D Vector Field Visualization.,William J. Schroeder::Christopher R. Volpe::William E. Lorensen,1991,https://doi.org/10.1109/VISUAL.1991.175789::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1991.175789::http://dl.acm.org/citation.cfm?id=949628
conf/visualization/FalkenbergK95,Using Spatial Access Methods to Support the Visualization of Environmental Data.,Charles Falkenberg::Ravi Kulkarni,1995,https://doi.org/10.1109/VISUAL.1995.485171::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1995.485171::http://dl.acm.org/citation.cfm?id=833831
conf/visualization/AdamyGJ00,New techniques for topologically correct surface reconstruction.,Udo Adamy::Joachim Giesen::Matthias John 0003,2000,https://doi.org/10.1109/VISUAL.2000.885718::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885718::https://dl.acm.org/citation.cfm?id=375272
conf/visualization/SibleyT04,Atlas-Aware Laplacian Smoothing.,Peter G. Sibley::Gabriel Taubin,2004,https://doi.org/10.1109/VISUAL.2004.6::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2004.6::http://dl.acm.org/citation.cfm?id=1034526
conf/visualization/GaitherEGL04,Panel 2: In the Eye of the Beholder: The Role of Perception in Scientific Visualization.,Kelly P. Gaither::David S. Ebert::Bill Geisler::David H. Laidlaw,2004,https://doi.org/10.1109/VISUAL.2004.77::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2004.77::http://dl.acm.org/citation.cfm?id=1034494
conf/visualization/ChengS05,Quality Mesh Generation for Molecular Skin Surfaces Using Restricted Union of Balls.,Ho-Lun Cheng::Xinwei Shi,2005,https://doi.org/10.1109/VISUAL.2005.1532822::https://doi.ieeecomputersociety.org/10.1109/VIS.2005.83
conf/visualization/AdamsSMS02,Case Study: A Virtual Environment for Genomic Data Visualization.,R. Mark Adams::Blaze Stancampiano::Michael McKenna::David Small,2002,https://doi.org/10.1109/VISUAL.2002.1183818::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183818::http://dl.acm.org/citation.cfm?id=602183
conf/visualization/ViolaKG04,Importance-Driven Volume Rendering.,Ivan Viola::Armin Kanitsar::M. Eduard Gröller,2004,https://doi.org/10.1109/VISUAL.2004.48::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2004.48::http://dl.acm.org/citation.cfm?id=1034441
conf/visualization/SchindlerWR20,The Anatomical Edutainer.,Marwin Schindler::Hsiang-Yun Wu::Renata G. Raidou,2020,https://doi.org/10.1109/VIS47514.2020.00007
conf/visualization/AkbabaM23,"""Two Heads are Better than One"": Pair-Interviews for Visualization.",Derya Akbaba::Miriah Meyer,2023,https://doi.org/10.1109/VIS54172.2023.00050
conf/visualization/Nielson04,Radial Hermite Operators for Scattered Point Cloud Data with Normal Vectors and Applications to Implicitizing Polygon Mesh Surfaces for Generalized CSG Operations and Smoothing.,Gregory M. Nielson,2004,https://doi.org/10.1109/VISUAL.2004.87::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2004.87::http://dl.acm.org/citation.cfm?id=1034449
conf/visualization/StateCTBCOBF94,Case Study: Observing a Volume Rendered Fetus within a Pregnant Patient.,Andrei State::David T. Chen::Chris Tector::Andrew Brandt::Hong Chen::Ryutarou Ohbuchi::Michael Bajura::Henry Fuchs,1994,https://doi.org/10.1109/VISUAL.1994.346295::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1994.346295::http://dl.acm.org/citation.cfm?id=951156
conf/visualization/ScheuermannBHMHJK01,A Tetrahedra-Based Stream Surface Algorithm.,Gerik Scheuermann::Tom Bobach::Hans Hagen::Karim Mahrous::Bernd Hamann::Kenneth I. Joy::Wolfgang Kollmann,2001,https://doi.org/10.1109/VISUAL.2001.964506::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2001.964506::http://dl.acm.org/citation.cfm?id=601694
conf/visualization/CrawfordMHKE04,Visualizing Gyrokinetic Simulations.,David Crawford::Kwan-Liu Ma::Min-Yu Huang::Scott Klasky::Stéphane Ethier,2004,https://doi.org/10.1109/VISUAL.2004.122::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2004.122::http://dl.acm.org/citation.cfm?id=1034431
conf/visualization/SigfridssonEHW02,Tensor Field Visualisation using Adaptive Filtering of Noise Fields combined with Glyph Rendering.,Andreas Sigfridsson::Tino Ebbers::Einar Heiberg::Lars Wigström,2002,https://doi.org/10.1109/VISUAL.2002.1183797::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183797::http://dl.acm.org/citation.cfm?id=602157
conf/visualization/WeiskopfEE03,A Texture-Based Framework for Spacetime-Coherent Visualization of Time-Dependent Vector Fields.,Daniel Weiskopf::Gordon Erlebacher::Thomas Ertl,2003,https://doi.org/10.1109/VISUAL.2003.1250361::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2003.1250361::http://dl.acm.org/citation.cfm?id=1081459
conf/visualization/HerglNKS19,Visualization of Symmetries in Fourth-Order Stiffness Tensors.,Chiara Hergl::Thomas Nagel::Olaf Kolditz::Gerik Scheuermann,2019,https://doi.org/10.1109/VISUAL.2019.8933592
conf/visualization/WoodSBD00,Semi-regular mesh extraction from volumes.,Zoë J. Wood::Peter Schröder::David E. Breen::Mathieu Desbrun,2000,https://doi.org/10.1109/VISUAL.2000.885705::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885705::https://dl.acm.org/citation.cfm?id=375254
conf/visualization/SubramanianN92,Representing Medical Images with Partitioning Trees.,Kalpathi R. Subramanian::Bruce F. Naylor,1992,https://doi.org/10.1109/VISUAL.1992.235214::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1992.235214::http://dl.acm.org/citation.cfm?id=949714
conf/visualization/Brath14,3D InfoVis is here to stay: Deal with it.,Richard Brath,2014,https://doi.org/10.1109/3DVis.2014.7160096::https://doi.ieeecomputersociety.org/10.1109/3DVis.2014.7160096
conf/visualization/HsiungTCDWO90,Wide-band Relativistic Doppler Effect Visualization.,Ping-Kang Hsiung::Robert H. Thibadeau::Christopher B. Cox::Robert H. P. Dunn::Michael Wu::Paul Andrew Olbrich,1990,https://doi.org/10.1109/VISUAL.1990.146368::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1990.146368::http://dl.acm.org/citation.cfm?id=949545
conf/visualization/EbertYSK94,Volume Rendering Methods for Computational Fluid Dynamics Visualization.,David S. Ebert::Roni Yagel::James N. Scott::Yair Kurzion,1994,https://doi.org/10.1109/VISUAL.1994.346314::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1994.346314::http://dl.acm.org/citation.cfm?id=951131
conf/visualization/ShiXLSGM23,"How ""Applied"" is Fifteen Years of VAST conference?",Lei Shi 0002::Lei Xia::Zipeng Liu::Ye Sun::Huijie Guo::Klaus Mueller 0001,2023,https://doi.org/10.1109/VIS54172.2023.00033
conf/visualization/WijkSKS96,Interactive Exploration and Modeling of Large Data Sets: A Case Study with Venus Light Scattering Data.,Jarke J. van Wijk::Hans J. W. Spoelder::Willem-Jan Knibbe::Kamran Eftekhari Shahroudi,1996,https://doi.org/10.1109/VISUAL.1996.568150::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568150::http://dl.acm.org/citation.cfm?id=245758
conf/visualization/KahlerCPLHA02,Rendering The First Star In The Universe - A Case Study.,Ralf Kähler::Donna J. Cox::Robert Patterson::Stuart Levy::Hans-Christian Hege::Tom Abel,2002,https://doi.org/10.1109/VISUAL.2002.1183824::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183824::http://dl.acm.org/citation.cfm?id=602191
conf/visualization/Treinish00a,Multi-resolution visualization techniques for nested weather models.,Lloyd Treinish,2000,https://doi.org/10.1109/VISUAL.2000.885745::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885745::https://dl.acm.org/citation.cfm?id=375319
conf/visualization/AfzalGJEHH20,A Visual Analytics Based Decision Making Environment for COVID-19 Modeling and Visualization.,Shehzad Afzal::Sohaib Ghani::Hank C. Jenkins-Smith::David S. Ebert::Markus Hadwiger::Ibrahim Hoteit,2020,https://doi.org/10.1109/VIS47514.2020.00024
conf/visualization/ZhangBSJD19,Evaluating Alignment Approaches in Superimposed Time-Series and Temporal Event-Sequence Visualizations.,Yixuan Zhang 0001::Sara Di Bartolomeo::Fangfang Sheng::Holly B. Jimison::Cody Dunne,2019,https://doi.org/10.1109/VISUAL.2019.8933584
conf/visualization/Cox90,Interdisciplinary Visualization: Lessons Learned at NCSA.,Donna J. Cox,1990,http://dl.acm.org/citation.cfm?id=949606
conf/visualization/Klinker93,An Environment for Telecollaborative Data Exploration.,Gudrun Klinker,1993,https://doi.org/10.1109/VISUAL.1993.398858::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1993.398858::http://dl.acm.org/citation.cfm?id=949869
conf/visualization/FoleyL91,Multi-Valued Volumetric Visualization.,Thomas A. Foley::David A. Lane,1991,https://doi.org/10.1109/VISUAL.1991.175804::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1991.175804::http://dl.acm.org/citation.cfm?id=949643
conf/visualization/HealeyE98,Building perceptual textures to visualize multidimensional datasets.,Christopher G. Healey::James T. Enns,1998,https://doi.org/10.1109/VISUAL.1998.745292::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1998.745292::https://dl.acm.org/citation.cfm?id=288232
conf/visualization/ZhouCW02,Comparative Evaluation of Visualization and Experimental Results Using Image Comparison Metrics.,Hualin Zhou::Min Chen 0001::Mike F. Webster,2002,https://doi.org/10.1109/VISUAL.2002.1183790::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183790::http://dl.acm.org/citation.cfm?id=602148
conf/visualization/AgarwalSS19,VisWall: Visual Data Exploration Using Direct Combination on Large Touch Displays.,Mallika Agarwal::Arjun Srinivasan::John T. Stasko,2019,https://doi.org/10.1109/VISUAL.2019.8933673
conf/visualization/ShresthaCARH22,FairFuse: Interactive Visual Support for Fair Consensus Ranking.,Hilson Shrestha::Kathleen Cachel::Mallak Alkhathlan::Elke A. Rundensteiner::Lane Harrison,2022,https://doi.org/10.1109/VIS54862.2022.00022
conf/visualization/Bonneau99,Optimal Triangular Haar Bases for Spherical Data.,Georges-Pierre Bonneau,1999,https://doi.org/10.1109/VISUAL.1999.809898::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809898::http://dl.acm.org/citation.cfm?id=319422
conf/visualization/0010ESPCBL22,Color Coding of Large Value Ranges Applied to Meteorological Data.,Daniel Braun 0010::Kerstin Ebell::Vera Schemann::Laura Pelchmann::Susanne Crewell::Rita Borgo::Tatiana von Landesberger,2022,https://doi.org/10.1109/VIS54862.2022.00034
conf/visualization/MeissnerHS99,Enabling Calssification and Shading for 3D Texture Mapping Based Volume Rendering Using OpenGL and Extensions.,Michael Meißner::Ulrich Hoffmann::Wolfgang Straßer,1999,https://doi.org/10.1109/VISUAL.1999.809889::http://dl.acm.org/citation.cfm?id=319376
conf/visualization/VaradhanM02,Out-of-Core Rendering of Massive Geometric Datasets.,Gokul Varadhan::Dinesh Manocha,2002,https://doi.org/10.1109/VISUAL.2002.1183759::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183759::http://dl.acm.org/citation.cfm?id=602108
conf/visualization/Aliaga96,Visualization of Complex Models Using Dynamic Texture-based Simplification.,Daniel G. Aliaga,1996,https://doi.org/10.1109/VISUAL.1996.567774::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.567774::http://dl.acm.org/citation.cfm?id=245020
conf/visualization/DurbinSCCKKSWW98,Battlefield visualization on the responsive workbench.,Jim Durbin::J. Edward Swan II::Brad Colbert::John Crowe::Rob King::Tony King::Christopher Scannell::Zachary Wartell::Terry Welsh,1998,https://doi.org/10.1109/VISUAL.1998.745344::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1998.745344::https://dl.acm.org/citation.cfm?id=288360
conf/visualization/FengHYP0LY23,"TimePool: Visually Answer ""Which and When"" Questions On Univariate Time Series.",Tinghao Feng::Yueqi Hu::Jing Yang::Tom Polk::Ye Zhao 0003::Shixia Liu::Zhaocong Yang,2023,https://doi.org/10.1109/VIS54172.2023.00049
conf/visualization/BeckerEMW90,Dynamic Graphics for Network Visualization.,Richard A. Becker::Stephen G. Eick::Eileen O. Miller::Allan R. Wilks,1990,https://doi.org/10.1109/VISUAL.1990.146369::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1990.146369::http://dl.acm.org/citation.cfm?id=949546
conf/visualization/RhyneBRPSBPJHDPT92,Visualization Requirements in the Atmospheric and Environmental Sciences (Five Case Study Reports).,Theresa-Marie Rhyne::Mark Bolstad::Penny Rheingans::Lynne Petterson::Walter Shackelford::Mike E. Botts::E. Pepke::K. W. Johnson::William L. Hibbard::Charles R. Dyer::Brian E. Paul::Lloyd Treinish,1992,https://doi.org/10.1109/VISUAL.1992.235175::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1992.235175::http://dl.acm.org/citation.cfm?id=949764
conf/visualization/LalleWC20,Gaze-Driven Links for Magazine Style Narrative Visualizations.,Sébastien Lallé::Tiffany Wu::Cristina Conati,2020,https://doi.org/10.1109/VIS47514.2020.00040
conf/visualization/SubhashPN20,GPU Parallel Computation of Morse-Smale Complexes.,Varshini Subhash::Karran Pandey::Vijay Natarajan,2020,https://doi.org/10.1109/VIS47514.2020.00014
conf/visualization/XuWW23,Let's Get Vysical: Perceptual Accuracy in Visual & Tactile Encodings.,Zhongzheng Xu::Kristin Williams::Emily Wall,2023,https://doi.org/10.1109/VIS54172.2023.00012
conf/visualization/KarniBG02,Efficient Compression and Rendering of Multi-Resolution Meshes.,Zachi Karni::Alexander Bogomjakov::Craig Gotsman,2002,https://doi.org/10.1109/VISUAL.2002.1183794::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183794::http://dl.acm.org/citation.cfm?id=602153
conf/visualization/ZellmannWW20,Accelerating Force-Directed Graph Drawing with RT Cores.,Stefan Zellmann::Martin Weier::Ingo Wald,2020,https://doi.org/10.1109/VIS47514.2020.00026
conf/visualization/BrahamFGMRG96,"Breaking the Myth: a Picture is NOT (always) Worth a 1, 000 Words.",Robert Braham::F. David Fracchia::Andrew S. Glassner::Barbara Mones-Hattal::Russ Rose::Nahum D. Gershon,1996,https://doi.org/10.1109/VISUAL.1996.569203::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.569203::http://dl.acm.org/citation.cfm?id=245766
conf/visualization/KenwrightBBHLU99,Automation or Interaction: What's Best for Big Data?,David N. Kenwright::David C. Banks::Steve Bryson::Robert Haimes::Robert van Liere::Samuel P. Uselton,1999,https://doi.org/10.1109/VISUAL.1999.809940::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809940::http://dl.acm.org/citation.cfm?id=319462
conf/visualization/KlosowskiS99,Rendering on a Budget: A Framework for Time-Critical Rendering.,James T. Klosowski::Cláudio T. Silva,1999,https://doi.org/10.1109/VISUAL.1999.809875::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809875::http://dl.acm.org/citation.cfm?id=319364
conf/visualization/AhmadHC21,"When Red Means Good, Bad, or Canada: Exploring People's Reasoning for Choosing Color Palettes.",Jarryullah Ahmad::Elaine Huynh::Fanny Chevalier,2021,https://doi.org/10.1109/VIS49827.2021.9623314
conf/visualization/Woodburn0M19,Interactive Visualisation of Hierarchical Quantitative Data: An Evaluation.,Linda Woodburn::Yalong Yang 0001::Kim Marriott,2019,https://doi.org/10.1109/VISUAL.2019.8933545
conf/visualization/NingH93,Fast Volume Rendering of Compressed Data.,Paul Ning::Lambertus Hesselink,1993,https://doi.org/10.1109/VISUAL.1993.398845::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1993.398845::http://dl.acm.org/citation.cfm?id=949853::https://www.wikidata.org/entity/Q106774249
conf/visualization/BonneauHN96,BLaC-Wavelets: A Multiresolution Analysis With Non-Nested Spaces.,Georges-Pierre Bonneau::Stefanie Hahmann::Gregory M. Nielson,1996,https://doi.org/10.1109/VISUAL.1996.567602::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.567602::http://dl.acm.org/citation.cfm?id=244999
conf/visualization/AhmedB20,Data Visualization for Transgender Voice Training.,Alex A. Ahmed::Michelle A. Borkin,2020,https://doi.org/10.1109/VIS47514.2020.00051
conf/visualization/LloydE02,Horizon Occlusion Culling for Real-time Rendering of Hierarchical Terrains.,Brandon Lloyd::Parris K. Egbert,2002,https://doi.org/10.1109/VISUAL.2002.1183801::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2002.1183801::http://dl.acm.org/citation.cfm?id=602162
conf/visualization/CignoniGGMPS03,Planet-Sized Batched Dynamic Adaptive Meshes (P-BDAM).,Paolo Cignoni::Fabio Ganovelli::Enrico Gobbetti::Fabio Marton::Federico Ponchio::Roberto Scopigno,2003,https://doi.org/10.1109/VISUAL.2003.1250366::https://doi.ieeecomputersociety.org/10.1109/VISUAL.2003.1250366::http://dl.acm.org/citation.cfm?id=1081464::https://www.wikidata.org/entity/Q56877584
conf/visualization/RaskarBYCWTSF99,Multi-Projector Displays Using Camera-Based Registration.,Ramesh Raskar::Michael S. Brown::Ruigang Yang::Wei-Chao Chen::Greg Welch::Herman Towles::W. Brent Seales::Henry Fuchs,1999,https://doi.org/10.1109/VISUAL.1999.809883::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809883::http://dl.acm.org/citation.cfm?id=319370
conf/visualization/Defanti97,Global tele-immersion.,Thomas A. DeFanti,1997,https://doi.ieeecomputersociety.org/10.1109/VIS.1997.10003::https://dl.acm.org/citation.cfm?id=278502
conf/visualization/Fu0DCZ19,Visualization Assessment: A Machine Learning Approach.,Xin Fu::Yun Wang 0012::Haoyu Dong 0001::Weiwei Cui::Haidong Zhang,2019,https://doi.org/10.1109/VISUAL.2019.8933570
conf/visualization/MoranW94,Introducing Alpha Shapes for the Analysis of Path Integral Monte Carlo Results.,Patrick J. Moran::Marcus Wagner,1994,https://doi.org/10.1109/VISUAL.1994.346337::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1994.346337::http://dl.acm.org/citation.cfm?id=951101
conf/visualization/Montine90,A Procedural Interface for Volume Rendering.,James L. Montine,1990,https://doi.org/10.1109/VISUAL.1990.146362::https://doi.ieeecomputersociety.org/10.1109/VISUAL.1990.146362::http://dl.acm.org/citation.cfm?id=949537
