key,title,author,year,ee
conf/vissym/AfzalGTLDRGJSH19,RedSeaAtlas: A Visual Analytics Tool for Spatio-temporal Multivariate Data of the Red Sea.,Shehzad Afzal::Sohaib Ghani::Garth Tissington::Sabique Langodan::Hari Prasad Dasari::Dionysios E. Raitsos::John A. Gittings::Tahira Jamil::Madhusudhanan Srinivasan::Ibrahim Hoteit,2019,https://doi.org/10.2312/envirvis.20191101
conf/vissym/Telea06,Combining Extended Table Lens and Treemap Techniques for Visualizing Tabular Data.,Alexandru C. Telea,2006,https://doi.org/10.2312/VisSym/EuroVis06/051-058
conf/vissym/BrandesDS04,Visual Triangulation of Network-Based Phylogenetic Trees.,Ulrik Brandes::Tim Dwyer::Falk Schreiber,2004,https://doi.org/10.2312/VisSym/VisSym04/075-084::http://dl.acm.org/citation.cfm?id=2384235
conf/vissym/NakazawaIS19,CoCoa: A Linked Network Visualization System of Co-citation and Co-author Relationships.,Rina Nakazawa::Takayuki Itoh::Takafumi Saito,2019,https://doi.org/10.2312/evs.20191179
conf/vissym/LandesbergerBBS10,Smart Query Definition for Content-Based Search in Large Sets of Graphs.,Tatiana von Landesberger::Sebastian Bremm::Jürgen Bernard::Tobias Schreck,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/007-012
conf/vissym/SteinhauerHBTOM20,Comprehensive Visualization of Longitudinal Patient Data for the Dermatological Oncological Tumor Board.,Nastasja Steinhauer::Marc Hörbrugger::Andreas Dominik Braun::Thomas Tüting::Steffen Oeltze-Jafra::Juliane Müller 0003,2020,https://doi.org/10.2312/evs.20201067
conf/vissym/DurantTDLG24,Hybrid Multilayer Network Visualization of Bibliographic Data.,Éloi Durant::Alessandra Tappini::Walter Didimo::Giuseppe Liotta::Mohammad Ghoniem,2024,https://doi.org/10.2312/evp.20241084
conf/vissym/Blasco-SoplonM17,Using Graphs for Exposing the Underlying Competence Design of Academic Degrees.,Laia Blasco-Soplón::Julià Minguillón,2017,https://doi.org/10.2312/eurp.20171172
conf/vissym/BadawoodW14,The Effect of Information Visualization Delivery on Narrative Construction and Development.,Donia Badawood::Jo Wood,2014,https://doi.org/10.2312/eurovisshort.20141148
conf/vissym/YangWRH03,Visual Hierarchical Dimension Reduction for Exploration of High Dimensional Datasets.,Jing Yang 0001::Matthew O. Ward::Elke A. Rundensteiner::Shiping Huang,2003,https://doi.org/10.2312/VisSym/VisSym03/019-028::http://dl.acm.org/citation.cfm?id=769924
conf/vissym/JiS04,Efficient Isosurface Tracking Using Precomputed Correspondence Table.,Guangfeng Ji::Han-Wei Shen,2004,https://doi.org/10.2312/VisSym/VisSym04/283-292::http://dl.acm.org/citation.cfm?id=2384269
conf/vissym/MeuschkeKPL16,On the Evaluation of a Semi-Automatic Vortex Flow Classification in 4D PC-MRI Data of the Aorta.,Monique Meuschke::Benjamin Köhler 0001::Bernhard Preim::Kai Lawonn,2016,https://doi.org/10.2312/eurorv3.20161114
conf/vissym/SimonMKS15,Bridging the Gap of Domain and Visualization Experts with a Liaison.,Svenja Simon::Sebastian Mittelstädt::Daniel A. Keim::Michael Sedlmair,2015,https://doi.org/10.2312/eurovisshort.20151137
conf/vissym/MaKFBSL15,Visualizing Dynamic Brain Networks Using an Animated Dual-Representation.,Chihua Ma::Robert V. Kenyon::Angus Graeme Forbes::Tanya Y. Berger-Wolf::Bernard J. Slater::Daniel A. Llano,2015,https://doi.org/10.2312/eurovisshort.20151128
conf/vissym/SahooB21,Integration-Aware Vector Field Super Resolution.,Saroj Sahoo::Matthew Berger,2021,https://doi.org/10.2312/evs.20211054
conf/vissym/RiehmannSHHF20,Configuration Finder: A Tidy Visual Interface for Effective Faceted Search.,Patrick Riehmann::Andreas Schädler::Jannis Harder 0002::Jakob Herpel::Bernd Froehlich 0001,2020,https://doi.org/10.2312/evs.20201042
conf/vissym/KosaraBH04,"TimeHistograms for Large, Time-Dependent Data.",Robert Kosara::Fabian Bendix::Helwig Hauser,2004,https://doi.org/10.2312/VisSym/VisSym04/045-054::http://dl.acm.org/citation.cfm?id=2384232
conf/vissym/Roerdink02,Comparison of Morphological Pyramids for Multiresolution MIP Volume Rendering.,Jos B. T. M. Roerdink,2002,https://doi.org/10.2312/VisSym/VisSym02/061-070
conf/vissym/Marai15,Visual Scaffolding in Integrated Spatial and Nonspatial Analysis.,G. Elisabeta Marai,2015,https://doi.org/10.2312/eurova.20151097
conf/vissym/TongZJSM16,Crystal Glyph: Visualization of Directional Distributions Based on the Cube Map.,Xin Tong::Huijie Zhang::Chris Jacobsen::Han-Wei Shen::Patrick S. McCormick,2016,https://doi.org/10.2312/eurovisshort.20161154
conf/vissym/HadlakSS15,A Survey of Multi-faceted Graph Visualization.,Steffen Hadlak::Heidrun Schumann::Hans-Jörg Schulz,2015,https://doi.org/10.2312/eurovisstar.20151109
conf/vissym/XingDBA22,A Design Study of Visualizing Historical Book Movement.,Yiwen Xing::Cristina Dondi::Rita Borgo::Alfie Abdul-Rahman,2022,https://doi.org/10.2312/evs.20221100
conf/vissym/BartolomeoSSD23,Ask and You Shall Receive (a Graph Drawing): Testing ChatGPT's Potential to Apply Graph Layout Algorithms.,Sara Di Bartolomeo::Giorgio Severi::Victor Schetinger::Cody Dunne,2023,https://doi.org/10.2312/evs.20231047
conf/vissym/YousefJ22,Visual Evaluation of Translation Alignment Data.,Tariq Yousef::Stefan Jänicke,2022,https://doi.org/10.2312/evs.20221101
conf/vissym/LiuLTLPLC20,Visual Analysis of Car-hailing Reimbursement Data for Overtime.,Qiang Qiang Liu::Quan Li::Chun Feng Tang::Huan Bin Lin::Zhenhui Peng::Zhi Wei Li::Tianjian Chen,2020,https://doi.org/10.2312/eurp.20201119
conf/vissym/BujackDRZG19,Objective Finite-Time Saddles and their Connection to FTLE.,Roxana Bujack::Soumya Dutta::Irene Baeza Rojo::Duan Zhang::Tobias Günther,2019,https://doi.org/10.2312/evs.20191169
conf/vissym/TominskiB24,Show Me Similar Nodes: The Similarity Lens for Multivariate Graphs.,Christian Tominski::Philip Berger,2024,https://doi.org/10.2312/evs.20241059
conf/vissym/HeinrichSW12,The Parallel Coordinates Matrix.,Julian Heinrich::John T. Stasko::Daniel Weiskopf,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/037-041
conf/vissym/MarmittS06,Fast Ray Traversal of Tetrahedral and Hexahedral Meshes for Direct Volume Rendering.,Gerd Marmitt::Philipp Slusallek,2006,https://doi.org/10.2312/VisSym/EuroVis06/235-242
conf/vissym/KhartabilWK16,Large-scale Argument Visualization (LSAV).,Dana Khartabil::S. Wells::Jessie Kennedy,2016,https://doi.org/10.2312/eurp.20161143
conf/vissym/WangSWKJ24,A Visualization Tool for Private Investors: Stock Portfolio Planning and Risk Management.,Jakob Mørup Wang::Esben Bay Sørensen::Gareth Walsh::Jakob Kusnick::Stefan Jänicke,2024,https://doi.org/10.2312/evp.20241079
conf/vissym/DeinesMBHN06,Visualizing the Phonon Map.,Eduard Deines::Frank Michel 0001::Martin Bertram 0001::Hans Hagen::Gregory M. Nielson,2006,https://doi.org/10.2312/VisSym/EuroVis06/291-298
conf/vissym/LeeuwL99,Visualization of Global Flow Structures Using Multiple Levels of Topology.,Wim C. de Leeuw::Robert van Liere,1999,https://doi.org/10.1007/978-3-7091-6803-5_5::https://doi.org/10.2312/vissym19991021
conf/vissym/KretschmerPS14,Bilateral Depth Filtering for Enhanced Vessel Reformation.,Jan Kretschmer::Bernhard Preim::Marc Stamminger,2014,https://doi.org/10.2312/eurovisshort.20141150
conf/vissym/HaticCWRH20,Rockwell Adhesion Test - Approach to Standard Modernization.,Damjan Hatic::Xiaoyin Cheng::Thomas Weibel::Markus Rauhut::Hans Hagen,2020,https://doi.org/10.2312/eurp.20201121
conf/vissym/TeitzelE99,New Approaches for Particle Tracing on Sparse Grids.,Christian Teitzel::Thomas Ertl,1999,https://doi.org/10.1007/978-3-7091-6803-5_8::https://doi.org/10.2312/vissym19991014
conf/vissym/TeleaEV10,Visual Analytics in Software Maintenance: Challenges and Opportunities.,Alexandru C. Telea::Ozan Ersoy::Lucian Voinea,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/075-080
conf/vissym/RiehmannPGKJCTF16,Visualizing Article Similarities in Wikipedia.,Patrick Riehmann::Martin Potthast::Henning Gruendl::Johannes Kiesel::Dean Jürges::Giuliano Castiglia::Bagrat Ter-Akopyan::Bernd Froehlich 0001,2016,https://doi.org/10.2312/eurp.20161144::https://www.wikidata.org/entity/Q87833370
conf/vissym/TeleaMR02,An Open Toolkit for Prototyping Reverse Engineering Visualizations.,Alexandru C. Telea::Alessandro Maccari::Claudio Riva,2002,https://doi.org/10.2312/VisSym/VisSym02/241-249
conf/vissym/BothaP02,Interactive Previewing for Transfer Function Specification in Volume Rendering.,Charl P. Botha::Frits H. Post,2002,https://doi.org/10.2312/VisSym/VisSym02/071-076
conf/vissym/WannerSLZAK10,DYNEVI - DYnamic News Entity Visualization.,Franz Wanner::Matthias Jörg Schäfer::Florian Leitner-Fischer::Fabian Zintgraf::Martin Atkinson::Daniel A. Keim,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/069-074
conf/vissym/MeidianaHPLES22,DSS: Drawing Dynamic Graphs with Spectral Sparsification.,Amyra Meidiana::Seok-Hee Hong 0001::Yanyi Pu::Justin Lee::Peter Eades::Jinwook Seo,2022,https://doi.org/10.2312/evs.20221093
conf/vissym/Agarwal23,Visualizing Element Interactions in Dynamic Overlapping Sets.,Shivam Agarwal,2023,https://doi.org/10.2312/evs.20231050
conf/vissym/KeimNSSSZ06,A Spectral Visualization System for Analyzing Financial Time Series Data.,Daniel A. Keim::Tilo Nietzschmann::Norman Schelwies::Jörn Schneidewind::Tobias Schreck::Hartmut Ziegler,2006,https://doi.org/10.2312/VisSym/EuroVis06/195-202
conf/vissym/HeidrichMS21,Towards a Collaborative Experimental Environment for Graph Visualization Research in Virtual Reality.,David Heidrich::Annika Meinecke::Andreas Schreiber 0001,2021,https://doi.org/10.2312/evp.20211068
conf/vissym/KhouasOF99,2D Vector Field Visualization Using Furlike Texture.,Leila Khouas::Christophe Odet::Denis Friboulet,1999,https://doi.org/10.1007/978-3-7091-6803-5_4::https://doi.org/10.2312/vissym19991028
conf/vissym/JangRSF02,View-Dependent Multiresolution Splatting of Non-Uniform Data.,Justin Jang::William Ribarsky::Christopher D. Shaw::Nickolas Faust,2002,https://doi.org/10.2312/VisSym/VisSym02/125-132
conf/vissym/ChhuganiVCK03,ISOSLIDER: A System for Interactive Exploration of Isosurfaces.,Jatin Chhugani::Sudhir Vishwanath::Jonathan D. Cohen 0001::Subodh Kumar 0001,2003,https://doi.org/10.2312/VisSym/VisSym03/259-266::http://dl.acm.org/citation.cfm?id=769951
conf/vissym/KreiserR16,Classifying Medical Projection Techniques based on Parameterization Attribute Preservation.,Julian Kreiser::Timo Ropinski,2016,https://doi.org/10.2312/eurorv3.20161110
conf/vissym/RoelofsenOLBQ23,CitadelPolice: An Interactive Visualization Environment for Scenario Testing on Criminal Networks.,Liza A. S. Roelofsen::Frederike Oetker::Miles van der Lely::Robert G. Belleman::Rick Quax,2023,https://doi.org/10.2312/evp.20231057
conf/vissym/BattistaDPP00,Drawing Relational Schemas.,Giuseppe Di Battista::Walter Didimo::Maurizio Patrignani::Maurizio Pizzonia,2000,https://doi.org/10.1007/978-3-7091-6783-0_6::https://doi.org/10.2312/VisSym/VisSym00/053-062
conf/vissym/AparicioLPGF19,Visual Mapping of Nobel Prizes.,Sofía Aparicio::Rodrigo Lousada::Pedro Pires::Daniel Gonçalves 0002::Alfredo Ferreira,2019,https://doi.org/10.2312/eurp.20191151
conf/vissym/MorthRSV19,The Vitruvian Baby: Interactive Reformation of Fetal Ultrasound Data to a T-Position.,Eric Mörth::Renata Georgia Raidou::Noeska N. Smit::Ivan Viola,2019,https://doi.org/10.2312/eurp.20191147
conf/vissym/MosesHAE17,Evaluating Cognitive Load: Force-directed Layout vs. Chord Layout.,Ricarda Moses::Shah Rukh Humayoun::Ragaad AlTarawneh::Achim Ebert,2017,https://doi.org/10.2312/eurp.20171158
conf/vissym/LiS01,Adaptive Volume Rendering using Fuzzy Logic Control.,Xinyue Li::Han-Wei Shen,2001,https://doi.org/10.1007/978-3-7091-6215-6_27::https://doi.org/10.2312/VisSym/VisSym01/253-262
conf/vissym/LuoCKLHCM15,Web-Based Visualization of the Global Change Assessment Model.,Wei Luo::Zheng Chang::Lilian Kong::Robert Link::Mohamad Hejazi::Leon Clarke::Ross Maciejewski,2015,https://doi.org/10.2312/envirvis.20151085
conf/vissym/LaMarDHJ00,Multiresolution Techniques for Interactive Texture-based Rendering of Arbitrarily Oriented Cutting Planes.,Eric LaMar::Mark A. Duchaineau::Bernd Hamann::Kenneth I. Joy,2000,https://doi.org/10.1007/978-3-7091-6783-0_11::https://doi.org/10.2312/VisSym/VisSym00/105-114
conf/vissym/KroneSES12,Fast Visualization of Gaussian Density Surfaces for Molecular Dynamics and Particle System Trajectories.,Michael Krone::John E. Stone::Thomas Ertl::Klaus Schulten,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/067-071
conf/vissym/DoleischMGWH04,"Case Study: Visual Analysis of Complex, Time-Dependent Simulation Results of a Diesel Exhaust System.",Helmut Doleisch::Michael Mayer::Martin Gasser::Roland Wanker::Helwig Hauser,2004,https://doi.org/10.2312/VisSym/VisSym04/091-096::http://dl.acm.org/citation.cfm?id=2384238
conf/vissym/LammarschRAM12,Developing an Extended Task Framework for Exploratory Data Analysis Along the Structure of Time.,Tim Lammarsch::Alexander Rind::Wolfgang Aigner::Silvia Miksch,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/031-035
conf/vissym/PlateGSF04,Occlusion Culling for Sub-Surface Models in Geo-Scientific Applications.,John Plate::Anselm Grundhöfer::Benjamin Schmidt::Bernd Fröhlich 0001,2004,https://doi.org/10.2312/VisSym/VisSym04/267-272::http://dl.acm.org/citation.cfm?id=2384266
conf/vissym/DuboisL19,Highly Efficient Controlled Hierarchical Data Reduction techniques for Interactive Visualization of Massive Simulation Data.,Jérôme Dubois::Jacques-Bernard Lekien,2019,https://doi.org/10.2312/evs.20191167
conf/vissym/LopesFBCBMNPPN19,Visual Biofeedback for Upper Limb Compensatory Movements: A Preliminary Study Next to Rehabilitation Professionals.,Daniel S. Lopes::Afonso Faria::Ana Barriga::Sérgio Caneira::Filomena Baptista::Catarina Matos::Ana F. Neves::Leonor Prates::Ângela Maria Pereira::Hugo Nicolau,2019,https://doi.org/10.2312/eurp.20191139
conf/vissym/JanetzkoS18,Pixel Wise Pie Charts: Placement of Data Points Visualizing Spatial Value Distributions.,Halldor Janetzko::Manuel Stein,2018,https://doi.org/10.2312/eurovisshort.20181086
conf/vissym/PinnelDBB00,Design of Visualizations for Urban Modeling.,Denise Pinnel::Matthew Dockrey::A. J. Bernheim Brush::Alan Borning,2000,https://doi.org/10.1007/978-3-7091-6783-0_20::https://doi.org/10.2312/VisSym/VisSym00/199-208
conf/vissym/Kosara19a,Circular Part-to-Whole Charts Using the Area Visual Cue.,Robert Kosara,2019,https://doi.org/10.2312/evs.20191163
conf/vissym/ParkBLHJ05,Dense Geometric Flow Visualization.,Sung W. Park::Brian Budge::Lars Linsen::Bernd Hamann::Kenneth I. Joy,2005,https://doi.org/10.2312/VisSym/EuroVis05/021-028
conf/vissym/Ruchikachorn18,Case Studies of Shareable Personal Map Visualization.,Puripant Ruchikachorn,2018,https://doi.org/10.2312/eurp.20181118
conf/vissym/AgarwalLRB22,Visualizing the Evolution of Multi-agent Game-playing Behaviors.,Shivam Agarwal::Shahid Latif::Aristide Rothweiler::Fabian Beck 0001,2022,https://doi.org/10.2312/evp.20221111
conf/vissym/SzafirG16,Visualization-Aware Color Design.,Danielle Albers Szafir::Michael Gleicher,2016,https://doi.org/10.2312/eurp.20161151
conf/vissym/MullerCOSZSWDO21,Visual Assistance in Clinical Decision Support.,Juliane Müller 0003::Mario A. Cypko::Alexander Oeser::Matthaeus Stoehr::Veit Zebralla::Stefanie Schreiber::Susanne Wiegand::Andreas Dietz::Steffen Oeltze-Jafra,2021,https://doi.org/10.2312/evm.20211075
conf/vissym/SchumannOBPP07,Model-free Surface Visualization of Vascular Trees.,Christian Schumann::Steffen Oeltze::Ragnar Bade::Bernhard Preim::Heinz-Otto Peitgen,2007,https://doi.org/10.2312/VisSym/EuroVis07/283-290
conf/vissym/KriglsteinPRS16,Visual Analytics in Process Mining: Classification of Process Mining Techniques.,Simone Kriglstein::Margit Pohl::Stefanie Rinderle-Ma::Magdalena Stallinger,2016,https://doi.org/10.2312/eurova.20161123
conf/vissym/SachaJZSE17,Visual Comparative Case Analytics.,Dominik Sacha::Wolfgang Jentner::Leishi Zhang::Florian Stoffel::Geoffrey P. Ellis,2017,https://doi.org/10.2312/eurova.20171119
conf/vissym/SiddiquiHV22,Parameter Sensitivity and Uncertainty Visualization in DTI.,Faizan Siddiqui::Thomas Höllt::Anna Vilanova,2022,https://doi.org/10.2312/evp.20221138
conf/vissym/AhmadM24a,More Than Chatting: Conversational LLMs for Enhancing Data Visualization Competencies.,Mak Ahmad::Kwan-Liu Ma,2024,https://doi.org/10.2312/eved.20241056
conf/vissym/BaumannDH00,Integrated Multiresolution Geometry and Texture Models for Terrain Visualization.,Konstantin Baumann::Jürgen Döllner::Klaus H. Hinrichs,2000,https://doi.org/10.1007/978-3-7091-6783-0_16::https://doi.org/10.2312/VisSym/VisSym00/157-166
conf/vissym/MorgenshternVTG23,RiskFix: Supporting Expert Validation of Predictive Timeseries Models in High-Intensity Settings.,Gabriela Morgenshtern::Arnav Verma::Sana Tonekaboni::Robert Greer::Jürgen Bernard::Mjaye Mazwi::Anna Goldenberg::Fanny Chevalier,2023,https://doi.org/10.2312/evs.20231036
conf/vissym/BrathMB19,The Design Space of SparkWords.,Richard Brath::Peter MacMurchy::Ebad Banissi,2019,https://doi.org/10.2312/evs.20191182
conf/vissym/Monroe16,Classic Techniques in New Domains: An Alternative Recipe.,Megan Monroe,2016,https://doi.org/10.2312/eurovisshort.20161172
conf/vissym/HouriehSGS16,TaCo: Comparative Visualization of Large Tabular Data.,Reem Hourieh::Holger Stitz::Nils Gehlenborg::Marc Streit,2016,https://doi.org/10.2312/eurp.20161149
conf/vissym/CarrTM03,Isosurfaces on Optimal Regular Samples.,Hamish A. Carr::Thomas Theußl::Torsten Möller,2003,https://doi.org/10.2312/VisSym/VisSym03/039-048::http://dl.acm.org/citation.cfm?id=769926
conf/vissym/SandersonWRCWPW12,A System for Query Based Analysis and Visualization.,Allen R. Sanderson::Brad Whitlock::Oliver Rübel::Hank Childs::Gunther H. Weber::Prabhat::Kenseng Wu,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/025-029
conf/vissym/AboulhassanLKAH12,CrystalExplorer: An Interactive Knowledge-Assisted System for Visual Design of Solar Cell Crystal Structures.,Amal Aboulhassan::Ruipeng Li::Christopher Knox::Aram Amassian::Markus Hadwiger,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/031-035
conf/vissym/KonigDKKG00,AlVis - An Aluminium-Foam Visualization and Investigation Tool.,Andreas König 0002::Helmut Doleisch::Andreas Kottar::Brigitte Kriszt::M. Eduard Gröller,2000,https://doi.org/10.1007/978-3-7091-6783-0_23::https://doi.org/10.2312/VisSym/VisSym00/229-238
conf/vissym/SrinivasanS17,Natural Language Interfaces for Data Analysis with Visualization: Considering What Has and Could Be Asked.,Arjun Srinivasan::John T. Stasko,2017,https://doi.org/10.2312/eurovisshort.20171133
conf/vissym/MayDK10,Combining Details of the Chi-Square Goodness-of-Fit Test with Multivariate Data Visualization.,Thorsten May::James Davey::Jörn Kohlhammer,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/045-050
conf/vissym/AlharbiAMKRBLC17,Molecular Visualization of Computational Biology Data: A Survey of Surveys.,Naif Alharbi::Mohammad Alharbi::Xavier Martinez::Michael Krone::Alexander S. Rose::Marc Baaden::Robert S. Laramee::Matthieu Chavent,2017,https://doi.org/10.2312/eurovisshort.20171146
